日期,开盘,收盘,最高,最低,成交量,涨跌幅,换手率
2022-07-06,6.8,6.73,6.87,6.67,412291,-2.04,1.98
2022-07-07,6.71,6.72,6.78,6.68,270281,-0.15,1.3
2022-07-08,6.74,6.75,6.89,6.73,387992,0.45,1.86
2022-07-11,6.75,6.57,6.76,6.52,353674,-2.67,1.7
2022-07-12,6.6,6.43,6.64,6.43,272102,-2.13,1.3
2022-07-13,6.48,6.46,6.52,6.42,188662,0.47,0.9
2022-07-14,6.42,6.44,6.51,6.39,226325,-0.31,1.09
2022-07-15,6.42,6.36,6.46,6.31,246723,-1.24,1.18
2022-07-18,6.39,6.5,6.52,6.35,212910,2.2,1.02
2022-07-19,6.48,6.6,6.61,6.45,272354,1.54,1.31
2022-07-20,6.6,6.58,6.64,6.54,269923,-0.3,1.29
2022-07-21,6.58,6.57,6.68,6.52,289928,-0.15,1.39
2022-07-22,6.58,6.46,6.62,6.41,283496,-1.67,1.36
2022-07-25,6.45,6.34,6.51,6.34,200447,-1.86,0.96
2022-07-26,6.34,6.41,6.42,6.26,195827,1.1,0.94
2022-07-27,6.38,6.4,6.43,6.36,156061,-0.16,0.75
2022-07-28,6.46,6.55,6.64,6.43,406382,2.34,1.95
2022-07-29,6.54,6.43,6.58,6.42,246401,-1.83,1.18
2022-08-01,6.41,6.64,6.64,6.36,366384,3.27,1.76
2022-08-02,6.54,6.32,6.55,6.2,534895,-4.82,2.56
2022-08-03,6.34,6.32,6.54,6.29,412656,0.0,1.98
2022-08-04,6.38,6.43,6.55,6.37,346815,1.74,1.66
2022-08-05,6.44,6.71,6.72,6.43,618483,4.35,2.97
2022-08-08,6.71,6.68,6.72,6.59,363946,-0.45,1.75
2022-08-09,6.63,6.7,6.71,6.56,325293,0.3,1.56
2022-08-10,6.73,6.73,6.84,6.68,475071,0.45,2.28
2022-08-11,6.73,6.9,6.91,6.71,566346,2.53,2.72
2022-08-12,6.88,6.84,6.98,6.84,467961,-0.87,2.24
2022-08-15,6.81,6.8,6.84,6.75,369894,-0.58,1.77
2022-08-16,6.87,6.96,7.03,6.8,522821,2.35,2.51
2022-08-17,7.0,7.29,7.31,6.92,1076547,4.74,5.16
2022-08-18,7.22,7.33,7.42,7.12,990170,0.55,4.75
2022-08-19,7.45,7.04,7.53,7.0,1163723,-3.96,5.58
2022-08-22,7.07,7.01,7.09,6.85,613611,-0.43,2.94
2022-08-23,7.06,6.94,7.08,6.9,414427,-1.0,1.99
2022-08-24,7.01,6.66,7.03,6.64,630624,-4.03,3.02
2022-08-25,6.71,6.63,6.73,6.47,402450,-0.45,1.93
2022-08-26,6.65,6.52,6.7,6.5,280902,-1.66,1.35
2022-08-29,6.4,6.47,6.56,6.38,253895,-0.77,1.22
2022-08-30,6.49,6.44,6.56,6.41,220861,-0.46,1.06
2022-08-31,6.42,6.27,6.48,6.26,326730,-2.64,1.57
2022-09-01,6.28,6.24,6.32,6.21,248222,-0.48,1.19
2022-09-02,6.25,6.33,6.35,6.25,210483,1.44,1.01
2022-09-05,6.33,6.3,6.34,6.26,138258,-0.47,0.66
2022-09-06,6.31,6.37,6.38,6.27,166199,1.11,0.8
2022-09-07,6.35,6.41,6.49,6.33,206193,0.63,0.99
2022-09-08,6.41,6.27,6.41,6.26,225491,-2.18,1.08
