日期,开盘,收盘,最高,最低,成交量,涨跌幅,换手率
2022-07-06,237.9,256.8,261.0,233.5,9656,7.9,6.69
2022-07-07,258.0,248.0,258.0,242.17,7034,-3.43,4.87
2022-07-08,250.36,252.49,258.88,247.77,6456,1.81,4.47
2022-07-11,250.02,249.47,252.98,241.5,5504,-1.2,3.81
2022-07-12,247.57,238.23,256.4,238.0,5792,-4.51,4.01
2022-07-13,238.0,232.0,240.48,229.25,3834,-2.62,2.66
2022-07-14,228.01,236.73,242.3,228.01,4164,2.04,2.89
2022-07-15,237.47,242.8,249.0,236.0,5831,2.56,4.04
2022-07-18,241.58,240.0,246.38,232.5,4759,-1.15,3.3
2022-07-19,240.93,255.52,266.1,236.02,9143,6.47,6.34
2022-07-20,258.0,259.51,264.99,254.0,5997,1.56,4.16
2022-07-21,259.85,266.0,275.0,255.1,9129,2.5,6.33
2022-07-22,265.89,260.09,269.27,256.5,5321,-2.22,3.69
2022-07-25,258.08,251.0,261.75,249.68,4274,-3.49,2.96
2022-07-26,253.26,251.72,253.5,245.0,3370,0.29,2.34
2022-07-27,251.11,251.65,254.3,245.05,3702,-0.03,2.57
2022-07-28,252.8,253.91,261.5,252.0,5459,0.9,3.78
2022-07-29,255.08,248.48,258.8,247.33,4808,-2.14,3.33
2022-08-01,246.0,261.52,261.52,237.0,6121,5.25,4.24
2022-08-02,257.0,262.11,267.48,254.8,6078,0.23,4.21
2022-08-03,265.53,269.01,277.4,255.2,7454,2.63,5.17
2022-08-04,269.56,299.41,300.07,267.0,10149,11.3,7.03
2022-08-05,296.92,314.08,328.0,293.0,10021,4.9,6.94
2022-08-08,312.0,308.99,313.0,295.05,6181,-1.62,4.28
2022-08-09,307.77,300.21,307.77,292.01,5819,-2.84,4.03
2022-08-10,296.2,285.8,302.2,284.44,9194,-4.8,6.18
2022-08-11,285.0,284.55,292.59,280.56,7246,-0.44,4.87
2022-08-12,281.5,268.1,286.95,268.01,6630,-5.78,4.45
2022-08-15,265.8,268.89,272.77,264.13,4530,0.29,3.04
2022-08-16,270.61,279.17,283.49,265.51,7534,3.82,5.06
2022-08-17,278.84,281.44,284.33,272.21,4848,0.81,3.26
2022-08-18,279.0,285.25,290.3,272.6,6118,1.35,4.11
2022-08-19,285.04,267.68,292.0,267.09,6331,-6.16,4.25
2022-08-22,269.99,270.38,273.88,265.0,3166,1.01,2.13
2022-08-23,268.31,270.86,272.56,267.0,2473,0.18,1.66
2022-08-24,270.0,240.03,271.0,240.0,8311,-11.38,5.58
2022-08-25,241.0,244.47,245.98,235.15,4631,1.85,3.11
2022-08-26,244.47,237.92,247.97,234.03,3376,-2.68,2.27
2022-08-29,245.0,272.8,273.5,243.4,9717,14.66,6.53
2022-08-30,274.92,280.0,284.23,268.36,7092,2.64,4.76
2022-08-31,280.26,264.2,280.26,263.22,7024,-5.64,4.72
2022-09-01,265.5,272.0,279.19,264.1,4862,2.95,3.27
2022-09-02,276.08,273.7,276.08,263.0,3842,0.63,2.58
2022-09-05,275.01,275.42,284.7,264.54,4599,0.63,3.09
2022-09-06,274.8,273.12,278.83,267.59,4011,-0.84,2.69
2022-09-07,273.38,284.23,289.85,273.38,6370,4.07,4.28
2022-09-08,282.0,283.4,287.5,279.89,4117,-0.29,2.77
2022-09-09,281.38,277.47,286.67,272.1,3351,-2.09,2.25
2022-09-13,275.01,280.47,284.0,273.33,2979,1.08,2.0
