日期,开盘,收盘,最高,最低,成交量,涨跌幅,换手率
2022-07-06,5.54,5.48,5.6,5.46,170,-2.14,0.03
2022-07-07,5.61,5.57,5.61,5.49,197,1.64,0.04
2022-07-08,5.47,5.57,5.64,5.47,66,0.0,0.01
2022-07-11,5.55,5.56,5.56,5.5,26,-0.18,0.0
2022-07-12,5.53,5.6,5.67,5.36,374,0.72,0.07
2022-07-13,5.59,5.62,5.64,5.46,220,0.36,0.04
2022-07-14,5.62,5.54,5.64,5.54,372,-1.42,0.07
2022-07-15,5.48,5.6,5.6,5.48,157,1.08,0.03
2022-07-18,5.59,5.6,5.6,5.55,216,0.0,0.04
2022-07-19,5.5,5.59,5.6,5.5,185,-0.18,0.03
2022-07-20,5.58,5.6,5.65,5.58,320,0.18,0.06
2022-07-21,5.53,5.54,5.6,5.53,242,-1.07,0.04
2022-07-22,5.5,5.53,5.62,5.5,123,-0.18,0.02
2022-07-25,5.47,5.55,5.58,5.47,35,0.36,0.01
2022-07-26,5.43,5.55,5.55,5.35,906,0.0,0.16
2022-07-27,5.4,5.61,5.63,5.4,674,1.08,0.12
2022-07-28,5.55,5.59,5.59,5.5,693,-0.36,0.12
2022-07-29,5.5,5.58,5.58,5.5,20,-0.18,0.0
2022-08-01,5.52,5.55,5.57,5.52,213,-0.54,0.04
2022-08-02,5.39,5.38,5.43,5.32,582,-3.06,0.1
2022-08-03,5.36,5.29,5.39,5.21,770,-1.67,0.14
2022-08-04,5.27,5.33,5.33,5.2,291,0.76,0.05
2022-08-05,5.47,5.33,5.47,5.21,104,0.0,0.02
2022-08-08,5.38,5.39,5.4,5.36,196,1.13,0.04
2022-08-09,5.46,5.41,5.46,5.33,28,0.37,0.01
2022-08-10,5.45,5.45,5.45,5.36,16,0.74,0.0
2022-08-11,5.6,5.61,5.68,5.48,2024,2.94,0.36
2022-08-12,5.53,5.64,5.7,5.49,1378,0.53,0.25
2022-08-15,5.63,5.6,5.64,5.56,313,-0.71,0.06
2022-08-16,5.6,5.55,5.61,5.52,338,-0.89,0.06
2022-08-17,5.65,5.6,5.65,5.51,355,0.9,0.06
2022-08-18,5.53,5.5,5.62,5.41,830,-1.79,0.15
2022-08-19,5.45,5.48,5.49,5.39,684,-0.36,0.12
2022-08-22,5.38,5.49,5.49,5.38,136,0.18,0.02
2022-08-23,5.42,5.51,5.51,5.39,118,0.36,0.02
2022-08-24,5.4,5.42,5.53,5.35,342,-1.63,0.06
2022-08-25,5.45,5.43,5.45,5.31,254,0.18,0.05
2022-08-26,5.36,5.43,5.45,5.34,59,0.0,0.01
2022-08-29,5.31,5.38,5.41,5.31,59,-0.92,0.01
2022-08-30,5.42,5.43,5.45,5.36,63,0.93,0.01
2022-08-31,5.4,5.43,5.44,5.28,234,0.0,0.04
2022-09-01,5.4,5.41,5.42,5.35,115,-0.37,0.02
2022-09-02,5.35,5.42,5.42,5.34,126,0.18,0.02
2022-09-05,5.43,5.42,5.58,5.34,363,0.0,0.07
2022-09-06,5.4,5.44,5.48,5.4,243,0.37,0.04
2022-09-07,5.4,5.42,5.43,5.36,661,-0.37,0.12
2022-09-08,5.38,5.4,5.4,5.34,513,-0.37,0.09
2022-09-09,5.4,5.41,5.43,5.35,219,0.19,0.04
2022-09-13,5.47,5.45,5.47,5.4,128,0.74,0.02
2022-09-14,5.37,5.42,5.42,5.37,66,-0.55,0.01
2022-09-15,5.36,5.38,5.38,5.32,93,-0.74,0.02
2022-09-16,5.37,5.51,5.6,5.37,3733,2.42,0.67
2022-09-19,5.49,6.15,6.26,5.49,11752,11.62,2.11
2022-09-20,6.25,6.12,6.54,5.93,10875,-0.49,1.96
2022-09-21,5.95,6.28,6.7,5.84,17466,2.61,3.14
2022-09-22,6.23,6.11,6.59,6.1,5160,-2.71,0.93
2022-09-23,6.03,5.88,6.34,5.72,4958,-3.76,0.89
2022-09-26,5.79,5.64,5.9,5.62,1678,-4.08,0.3
2022-09-27,5.57,5.73,5.79,5.55,2275,1.6,0.41
2022-09-28,5.7,5.61,5.7,5.58,1633,-2.09,0.29
2022-09-29,5.61,5.53,5.75,5.43,2457,-1.43,0.44
2022-09-30,5.57,5.33,5.57,5.17,2857,-3.62,0.51
2022-10-10,5.3,5.28,5.35,5.19,967,-0.94,0.17
2022-10-11,5.2,5.33,5.44,5.2,515,0.95,0.09
2022-10-12,5.41,5.38,5.41,5.22,716,0.94,0.13
2022-10-13,5.57,5.4,5.57,5.21,838,0.37,0.15
2022-10-14,5.33,5.45,5.45,5.33,1194,0.93,0.21
2022-10-17,5.35,5.46,5.47,5.35,284,0.18,0.05
2022-10-18,5.43,5.41,5.48,5.35,856,-0.92,0.15
2022-10-19,5.4,5.45,5.47,5.4,744,0.74,0.13
2022-10-20,5.43,5.48,5.48,5.41,619,0.55,0.11
2022-10-21,5.49,5.5,5.65,5.43,680,0.36,0.12
2022-10-24,5.66,5.5,5.66,5.4,580,0.0,0.1
2022-10-25,5.32,5.36,5.45,5.32,488,-2.55,0.09
2022-10-26,5.46,5.42,5.47,5.41,267,1.12,0.05
2022-10-27,5.65,5.47,5.65,5.37,146,0.92,0.03
2022-10-28,5.5,5.47,5.57,5.43,446,0.0,0.08
2022-10-31,5.6,5.44,5.6,5.38,727,-0.55,0.13
2022-11-01,5.45,5.48,5.52,5.43,1233,0.74,0.22
2022-11-02,5.59,5.51,5.59,5.49,391,0.55,0.07
2022-11-03,5.55,5.6,5.67,5.5,1994,1.63,0.36
2022-11-04,5.67,5.65,5.69,5.6,927,0.89,0.17
2022-11-07,5.73,5.7,5.73,5.57,1805,0.88,0.32
2022-11-08,5.67,5.72,5.72,5.61,1128,0.35,0.2
2022-11-09,5.78,5.67,5.78,5.66,772,-0.87,0.14
2022-11-10,5.44,5.66,5.69,5.44,277,-0.18,0.05
2022-11-11,5.67,5.69,5.72,5.6,766,0.53,0.14
2022-11-14,5.78,5.69,5.8,5.65,596,0.0,0.11
2022-11-15,5.59,5.75,5.75,5.58,914,1.05,0.16
2022-11-16,5.71,5.72,5.76,5.7,180,-0.52,0.03
2022-11-17,5.72,5.7,5.74,5.66,848,-0.35,0.15
2022-11-18,5.72,5.71,5.74,5.66,889,0.18,0.16
2022-11-21,5.89,5.81,5.91,5.76,2856,1.75,0.51
2022-11-22,5.81,5.79,5.81,5.76,786,-0.34,0.14
2022-11-23,5.74,5.73,5.76,5.66,1297,-1.04,0.23
2022-11-24,5.81,5.73,5.81,5.7,473,0.0,0.09
2022-11-25,5.75,5.73,5.75,5.68,135,0.0,0.02
2022-11-28,5.6,5.69,5.7,5.6,254,-0.7,0.05
2022-11-29,5.79,5.73,5.79,5.68,168,0.7,0.03
2022-11-30,5.67,5.7,5.78,5.66,461,-0.52,0.08
2022-12-01,5.75,5.72,5.75,5.68,220,0.35,0.04
2022-12-02,5.8,5.72,5.8,5.66,850,0.0,0.15
2022-12-05,5.78,5.72,5.78,5.68,885,0.0,0.16
2022-12-06,5.66,5.7,5.71,5.62,395,-0.35,0.07
2022-12-07,5.65,5.66,5.69,5.58,1044,-0.7,0.19
2022-12-08,5.61,5.66,5.69,5.61,440,0.0,0.08
2022-12-09,5.72,5.66,5.72,5.55,126,0.0,0.02
2022-12-12,5.68,5.66,5.68,5.56,23,0.0,0.0
2022-12-13,5.59,5.64,5.69,5.58,274,-0.35,0.05
2022-12-14,5.69,5.64,5.69,5.58,429,0.0,0.08
2022-12-15,5.72,5.61,5.72,5.57,186,-0.53,0.03
2022-12-16,5.65,5.57,5.65,5.51,429,-0.71,0.08
2022-12-19,5.56,5.44,5.59,5.36,225,-2.33,0.04
2022-12-20,5.44,5.44,5.44,5.35,440,0.0,0.08
2022-12-21,5.48,5.42,5.48,5.4,24,-0.37,0.0
2022-12-22,5.48,5.36,5.48,5.36,106,-1.11,0.02
2022-12-23,5.3,5.34,5.4,5.22,954,-0.37,0.17
2022-12-26,5.26,5.29,5.43,5.26,668,-0.94,0.12
2022-12-27,5.3,5.36,5.38,5.25,109,1.32,0.02
2022-12-28,5.35,5.35,5.38,5.27,15,-0.19,0.0
2022-12-29,5.35,5.39,5.42,5.22,496,0.75,0.09
2022-12-30,5.3,5.28,5.33,5.2,938,-2.04,0.17
2023-01-03,5.28,5.31,5.33,5.2,785,0.57,0.14
2023-01-04,5.33,5.3,5.33,5.22,867,-0.19,0.16
2023-01-05,5.29,5.28,5.29,5.22,584,-0.38,0.11
2023-01-06,5.25,5.28,5.3,5.25,498,0.0,0.09
2023-01-09,5.29,5.29,5.29,5.28,121,0.19,0.02
2023-01-10,5.28,5.28,5.28,5.25,148,-0.19,0.03
2023-01-11,5.3,5.29,5.3,5.21,360,0.19,0.06
2023-01-12,5.29,5.23,5.29,5.23,606,-1.13,0.11
2023-01-13,5.39,5.31,5.39,5.24,172,1.53,0.03
2023-01-16,5.3,5.3,5.32,5.29,352,-0.19,0.06
2023-01-17,5.29,5.31,5.31,5.27,177,0.19,0.03
2023-01-18,5.3,5.32,5.35,5.25,709,0.19,0.13
2023-01-19,5.27,5.33,5.33,5.27,360,0.19,0.06
2023-01-20,5.42,5.35,5.42,5.33,205,0.38,0.04
2023-01-30,5.41,5.38,5.41,5.35,339,0.56,0.06
2023-01-31,5.4,5.69,5.69,5.37,3970,5.76,0.71
2023-02-01,5.7,5.78,5.94,5.7,3328,1.58,0.6
2023-02-02,5.79,5.67,5.8,5.64,2682,-1.9,0.48
