日期,开盘,收盘,最高,最低,成交量,涨跌幅,换手率
2022-07-06,7.86,7.99,8.03,7.75,84319,1.14,4.64
2022-07-07,8.01,7.89,8.02,7.83,61398,-1.25,3.38
2022-07-08,7.86,8.43,8.46,7.85,240346,6.84,13.22
2022-07-11,8.55,8.42,8.55,8.22,147190,-0.12,8.09
2022-07-12,8.42,8.29,8.47,8.25,96100,-1.54,5.28
2022-07-13,8.25,8.64,8.7,8.21,163855,4.22,9.01
2022-07-14,8.6,8.68,8.83,8.49,143925,0.46,7.91
2022-07-15,8.62,8.44,8.64,8.35,113771,-2.76,6.26
2022-07-18,8.52,8.62,8.65,8.41,101872,2.13,5.6
2022-07-19,8.53,8.81,8.84,8.45,135019,2.2,7.42
2022-07-20,8.76,9.12,9.48,8.67,207847,3.52,11.43
2022-07-21,9.02,8.88,9.12,8.85,123126,-2.63,6.77
2022-07-22,8.85,8.81,9.03,8.7,87244,-0.79,4.8
2022-07-25,8.81,8.62,8.91,8.53,76901,-2.16,4.23
2022-07-26,8.63,8.73,8.75,8.44,64025,1.28,3.52
2022-07-27,8.72,8.65,8.74,8.51,69695,-0.92,3.83
2022-07-28,8.79,8.91,9.02,8.73,118599,3.01,6.52
2022-07-29,8.85,8.73,8.95,8.67,80429,-2.02,4.42
2022-08-01,8.66,8.74,8.77,8.46,84065,0.11,4.62
2022-08-02,8.6,8.1,8.62,8.0,140177,-7.32,7.71
2022-08-03,8.2,8.25,8.61,8.2,149822,1.85,8.24
2022-08-04,8.35,8.35,8.41,8.17,63791,1.21,3.51
2022-08-05,8.28,8.18,8.39,8.0,92249,-2.04,5.07
2022-08-08,8.22,8.51,8.54,8.22,89105,4.03,4.9
2022-08-09,8.46,8.41,8.56,8.37,58481,-1.18,3.22
2022-08-10,8.2,8.3,8.35,8.12,73582,-1.31,4.05
2022-08-11,8.35,8.25,8.42,8.22,71693,-0.6,3.94
2022-08-12,8.26,8.31,8.56,8.25,88378,0.73,4.86
2022-08-15,8.39,8.39,8.5,8.17,64805,0.96,3.56
2022-08-16,8.44,8.6,8.65,8.36,82958,2.5,4.56
2022-08-17,8.6,8.65,8.69,8.52,69073,0.58,3.8
2022-08-18,8.65,8.8,8.8,8.59,76014,1.73,4.18
2022-08-19,8.78,8.51,8.86,8.49,72151,-3.3,3.97
2022-08-22,8.42,8.3,8.5,8.22,67295,-2.47,3.7
2022-08-23,8.27,8.34,8.37,8.19,47587,0.48,2.62
2022-08-24,8.31,7.85,8.34,7.83,81925,-5.88,4.5
2022-08-25,7.85,7.67,7.91,7.54,46378,-2.29,2.55
2022-08-26,7.73,7.58,7.76,7.55,33355,-1.17,1.83
2022-08-29,7.58,7.79,7.79,7.38,36919,2.77,2.03
2022-08-30,7.67,7.58,7.79,7.52,45438,-2.7,2.5
2022-08-31,7.61,7.28,7.65,7.22,48557,-3.96,2.67
2022-09-01,7.29,7.14,7.34,7.08,35809,-1.92,1.97
2022-09-02,7.15,7.26,7.29,7.11,31615,1.68,1.74
2022-09-05,7.27,7.34,7.4,7.25,29610,1.1,1.63
2022-09-06,7.36,7.39,7.42,7.28,22468,0.68,1.24
2022-09-07,7.43,7.43,7.51,7.41,27254,0.54,1.5
2022-09-08,7.46,7.43,7.64,7.35,49433,0.0,2.72
2022-09-09,7.41,7.29,7.45,7.21,34691,-1.88,1.91
2022-09-13,7.34,7.34,7.4,7.29,19400,0.69,1.07
2022-09-14,7.23,7.28,7.32,7.18,26011,-0.82,1.43
2022-09-15,7.49,7.19,7.59,7.11,50182,-1.24,2.76
2022-09-16,7.19,6.9,7.19,6.86,38223,-4.03,2.1
2022-09-19,6.88,6.76,6.94,6.66,24434,-2.03,1.34
2022-09-20,6.83,7.07,7.07,6.82,31841,4.59,1.75
2022-09-21,7.01,7.11,7.12,6.93,21080,0.57,1.16
2022-09-22,7.06,7.01,7.17,6.99,20173,-1.41,1.11
2022-09-23,7.06,6.84,7.1,6.8,20617,-2.43,1.13
2022-09-26,6.84,6.69,6.84,6.66,18641,-2.19,1.02
2022-09-27,6.68,6.95,6.96,6.68,21404,3.89,1.18
