日期,开盘,收盘,最高,最低,成交量,涨跌幅,换手率
2022-07-06,23.19,23.26,23.3,22.71,5680,0.95,2.37
2022-07-07,23.1,23.3,23.94,23.0,8224,0.17,3.43
2022-07-08,23.31,24.42,24.66,23.31,22188,4.81,9.26
2022-07-11,24.31,24.18,24.61,23.58,13255,-0.98,5.53
2022-07-12,23.9,22.8,24.16,22.79,13782,-5.71,5.75
2022-07-13,22.93,23.14,23.18,22.81,5335,1.49,2.23
2022-07-14,23.19,24.05,24.26,22.92,14129,3.93,5.9
2022-07-15,24.15,24.16,24.65,23.59,12980,0.46,5.42
2022-07-18,24.43,24.42,24.46,24.04,10194,1.08,4.25
2022-07-19,24.41,24.73,24.9,24.24,11726,1.27,4.89
2022-07-20,25.1,25.0,25.73,24.48,20226,1.09,8.44
2022-07-21,24.51,25.95,27.48,24.5,45015,3.8,18.79
2022-07-22,25.49,25.64,25.87,25.09,27581,-1.19,11.51
2022-07-25,25.21,24.56,25.32,24.5,19053,-4.21,7.95
2022-07-26,24.56,24.46,24.83,23.7,10681,-0.41,4.46
2022-07-27,24.2,25.12,25.13,24.2,12535,2.7,5.23
2022-07-28,25.12,26.09,26.3,25.07,22823,3.86,9.53
2022-07-29,26.14,25.65,26.45,25.58,14740,-1.69,6.15
2022-08-01,25.98,25.92,25.98,25.18,11060,1.05,4.62
2022-08-02,25.63,24.29,25.63,23.98,16967,-6.29,7.08
2022-08-03,24.5,24.83,25.65,24.5,20691,2.22,8.64
2022-08-04,24.95,25.53,25.75,24.95,12662,2.82,5.28
2022-08-05,25.6,25.75,25.75,25.25,9791,0.86,4.09
2022-08-08,25.65,26.2,26.28,25.33,12368,1.75,5.16
2022-08-09,25.9,26.63,26.8,25.71,17691,1.64,7.38
2022-08-10,26.44,26.42,26.85,26.14,15256,-0.79,6.37
2022-08-11,26.8,26.32,26.83,26.26,14197,-0.38,5.93
2022-08-12,26.4,25.49,26.4,25.46,14515,-3.15,6.06
2022-08-15,25.66,25.37,25.79,25.24,10766,-0.47,4.49
2022-08-16,25.5,25.97,25.99,25.25,11173,2.36,4.66
2022-08-17,25.97,25.53,25.99,25.31,8998,-1.69,3.76
2022-08-18,25.52,26.15,26.38,25.16,14983,2.43,6.25
2022-08-19,26.15,25.2,26.6,25.15,13282,-3.63,5.54
2022-08-22,25.15,24.82,25.58,24.81,10819,-1.51,4.52
2022-08-23,24.87,25.22,25.78,24.67,9457,1.61,3.95
2022-08-24,25.2,23.92,25.33,23.8,14940,-5.15,6.24
2022-08-25,24.07,23.19,24.5,22.89,12469,-3.05,5.2
