日期,开盘,收盘,最高,最低,成交量,涨跌幅,换手率
2022-07-06,7.7,7.54,7.7,7.51,63254,-1.95,0.47
2022-07-07,7.55,7.52,7.6,7.52,39654,-0.27,0.3
2022-07-08,7.53,7.47,7.56,7.46,46953,-0.66,0.35
2022-07-11,7.46,7.41,7.54,7.36,47855,-0.8,0.36
2022-07-12,7.41,7.39,7.5,7.36,43412,-0.27,0.32
2022-07-13,7.39,7.48,7.48,7.35,40662,1.22,0.3
2022-07-14,7.45,7.38,7.45,7.35,51489,-1.34,0.39
2022-07-15,7.35,7.18,7.37,7.15,99828,-2.71,0.75
2022-07-18,7.19,7.46,7.56,7.19,91344,3.9,0.68
2022-07-19,7.5,7.45,7.53,7.39,32583,-0.13,0.24
2022-07-20,7.49,7.43,7.5,7.4,44717,-0.27,0.33
2022-07-21,7.41,7.35,7.47,7.33,48819,-1.08,0.37
2022-07-22,7.35,7.44,7.48,7.32,67530,1.22,0.51
2022-07-25,7.4,7.38,7.55,7.35,43226,-0.81,0.32
2022-07-26,7.44,7.47,7.48,7.35,50578,1.22,0.38
2022-07-27,7.44,7.51,7.56,7.43,51144,0.54,0.38
2022-07-28,7.54,7.57,7.6,7.51,50004,0.8,0.37
2022-07-29,7.56,7.54,7.63,7.53,62633,-0.4,0.47
2022-08-01,7.53,7.43,7.58,7.39,55660,-1.46,0.42
2022-08-02,7.39,7.15,7.41,7.01,105059,-3.77,0.79
2022-08-03,7.16,7.13,7.29,7.13,53672,-0.28,0.4
2022-08-04,7.15,7.19,7.24,7.09,42722,0.84,0.32
2022-08-05,7.19,7.35,7.41,7.12,49531,2.23,0.37
2022-08-08,7.4,7.33,7.42,7.3,30563,-0.27,0.23
2022-08-09,7.33,7.26,7.36,7.22,34120,-0.95,0.26
2022-08-10,7.28,7.18,7.28,7.15,30815,-1.1,0.23
2022-08-11,7.23,7.31,7.32,7.22,43045,1.81,0.32
2022-08-12,7.35,7.37,7.42,7.28,41350,0.82,0.31
2022-08-15,7.37,7.3,7.38,7.27,35824,-0.95,0.27
2022-08-16,7.3,7.29,7.32,7.27,24734,-0.14,0.19
2022-08-17,7.31,7.29,7.31,7.24,30837,0.0,0.23
2022-08-18,7.28,7.26,7.28,7.18,64112,-0.41,0.48
2022-08-19,7.29,7.32,7.49,7.27,69221,0.83,0.52
2022-08-22,7.33,7.42,7.44,7.28,54559,1.37,0.41
2022-08-23,7.41,7.34,7.41,7.3,44572,-1.08,0.33
2022-08-24,7.35,7.21,7.36,7.18,75599,-1.77,0.57
2022-08-25,7.03,6.98,7.03,6.91,53531,-3.19,0.4
2022-08-26,7.0,7.09,7.14,6.96,59578,1.58,0.45
2022-08-29,7.07,7.13,7.14,7.0,39134,0.56,0.29
2022-08-30,7.15,7.26,7.29,7.13,82376,1.82,0.62
2022-08-31,7.25,7.3,7.42,7.21,116180,0.55,0.87
2022-09-01,7.31,7.37,7.46,7.27,92009,0.96,0.69
2022-09-02,7.4,7.32,7.46,7.29,63205,-0.68,0.47
2022-09-05,7.35,7.38,7.42,7.27,53580,0.82,0.4
2022-09-06,7.43,7.47,7.49,7.36,60413,1.22,0.45
2022-09-07,7.49,7.39,7.49,7.33,77208,-1.07,0.58
2022-09-08,7.44,7.3,7.44,7.24,73098,-1.22,0.55
2022-09-09,7.34,7.35,7.37,7.27,63328,0.68,0.47
2022-09-13,7.39,7.44,7.55,7.36,75773,1.22,0.57
2022-09-14,7.34,7.36,7.44,7.28,63989,-1.08,0.48
2022-09-15,7.42,7.37,7.48,7.3,78368,0.14,0.59
2022-09-16,7.38,7.2,7.39,7.18,69403,-2.31,0.52
2022-09-19,7.2,7.18,7.27,7.12,54967,-0.28,0.41
2022-09-20,7.23,7.12,7.32,7.11,49548,-0.84,0.37
2022-09-21,7.14,7.23,7.28,7.07,48078,1.54,0.36
2022-09-22,7.17,7.13,7.26,7.12,47884,-1.38,0.36
2022-09-23,7.16,7.12,7.19,7.08,40236,-0.14,0.3
2022-09-26,7.11,6.99,7.12,6.98,45129,-1.83,0.34
2022-09-27,6.98,7.13,7.15,6.97,43465,2.0,0.33
2022-09-28,7.13,7.08,7.17,7.07,40601,-0.7,0.3
2022-09-29,7.14,6.95,7.21,6.94,49504,-1.84,0.37
2022-09-30,6.95,6.91,7.02,6.9,27546,-0.58,0.21
2022-10-10,6.91,6.88,7.03,6.85,41682,-0.43,0.31
2022-10-11,6.9,6.83,6.98,6.79,35678,-0.73,0.27
2022-10-12,6.82,6.98,6.99,6.73,42482,2.2,0.32
2022-10-13,6.96,6.94,7.0,6.89,28074,-0.57,0.21
2022-10-14,6.99,7.04,7.07,6.97,35354,1.44,0.26
2022-10-17,7.01,7.05,7.1,7.0,29171,0.14,0.22
2022-10-18,7.07,7.01,7.08,7.0,31265,-0.57,0.23
2022-10-19,7.01,6.9,7.01,6.89,33340,-1.57,0.25
2022-10-20,6.9,6.8,6.92,6.79,42009,-1.45,0.31
